N,P,K,temperature,humidity,ph,rainfall,Label,image_path
32,56,21,27.38538997,88.66663953,6.702772465,58.29933073,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fd437fb9-f319-4f40-9142-b8800bccd21e___FREC_Pwd.M 5142.JPG
8,45,18,27.93034941,85.42058715,7.011030515,43.25095608,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fd7fbe5c-d234-4c16-b587-faed3407e2dd___FREC_Pwd.M 0474.JPG
19,39,17,29.2808618,81.8009244,6.890156495,44.47427436,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fd8d4072-e0b3-4936-95c2-e2d6dc6d22b0___FREC_Pwd.M 0250.JPG
39,37,15,28.9973145,83.78911515,6.821747052,59.84499208,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fded10e6-0668-43d4-be77-e091cafc25fd___FREC_Pwd.M 0538.JPG
33,37,19,27.92678579,86.5543196,7.183189922,43.4826194,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fdf38a3e-2855-4a4c-8094-9cfd9a94d037___FREC_Pwd.M 0351.JPG
26,54,17,28.5474135,88.9570454,6.27258822,49.4897245,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fdfada36-240c-4274-afd3-fc159f236d36___FREC_Pwd.M 4831.JPG
21,51,15,29.36488409,89.1886954,6.679127482,48.30159325,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fe4079cc-20c7-4c71-bd2f-a07e97c8e392___FREC_Pwd.M 4511.JPG
22,54,20,28.56149805,83.63802195,6.689825155,41.013132,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fe410980-15d4-472d-b8e6-4fece7d302ee___FREC_Pwd.M 4949.JPG
29,45,16,28.43683487,87.91332682,6.583381939,43.12063289,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fee69dd9-eeb1-4cf2-b249-17482605f1f7___FREC_Pwd.M 4689.JPG
4,40,21,28.79728147,80.45744422,6.725551062,44.30070517,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\ff2a06ae-9fc1-4436-bfcd-346a18dd5bfb___FREC_Pwd.M 4840.JPG
10,37,22,28.7275267,89.12760359,7.069747813999999,58.52974279,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\ff59e364-f269-4a12-ac5a-be4f1e05dbe3___FREC_Pwd.M 4579.JPG
4,44,19,27.95639663,83.52706038,6.921993877999999,43.25726752,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\ff64f373-b8e3-4e59-9e7a-7065957a4dc2___FREC_Pwd.M 0583.JPG
20,45,17,28.17458662,83.69659318,6.770955317,37.2464655,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\ffdeb404-b84d-4389-9cc9-e1d3159374fe___FREC_Pwd.M 4625.JPG
23,45,23,28.77653519,86.69133979,6.983130466,56.12443206,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fff3ae4b-4bce-4b7a-b53c-98c482d9d8fd___FREC_Pwd.M 0414.JPG
25,48,21,28.438097,83.48991368,6.267684328,52.55469976,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fffc6a5c-66f3-4d73-afd2-84862fb83c4f___FREC_Pwd.M 5085.JPG
27,56,20,29.2114218,87.11497805,6.41874299,51.53848218,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fc5a6065-20bd-440d-92fd-03457bdb8614___FREC_Pwd.M 4589.JPG
40,51,17,28.66086349,86.12194568,6.860602782000001,50.01534317,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fc524b6b-01c6-42d8-9c5c-0d9bec5ba194___FREC_Pwd.M 4522.JPG
22,37,20,27.62749466,86.49366929,6.605733067999999,39.26137642,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fc3407ee-984f-4091-b4a9-0402ade2ecb7___FREC_Pwd.M 0422.JPG
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\eb002010-f84f-4b0e-a005-f09c77ad262c___FREC_Pwd.M 0478.JPG
21,44,18,27.06909959,86.89934108,7.12851089,50.46746116,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f5f49058-a1ed-4ea4-ab77-e588914b763e___FREC_Pwd.M 0329.JPG
17,58,20,28.06642822,85.91625451,6.42937879,39.23831035,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f60d6eac-3014-44cf-b11b-c4c99ef4b0ba___FREC_Pwd.M 4715.JPG
25,40,21,27.73329078,81.13903037,6.248900919,44.17580911,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f66cd543-8b6b-4a13-9581-6a57dd83032e___FREC_Pwd.M 0571.JPG
2,38,18,27.53632932,89.92908171,6.619891497999999,45.48591922,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f67d7a09-517c-460f-9c75-aa891586a58b___FREC_Pwd.M 4909.JPG
9,48,20,29.66461594,84.28187572,6.377568542000001,56.09542002,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f6bb0a43-56e1-423a-9da5-0e2e71f0d9a6___FREC_Pwd.M 5149.JPG
37,49,25,29.914544300000006,85.85384444,6.415459592,41.39081525,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f6d3fe59-d384-444b-a906-b7aa8e008c31___FREC_Pwd.M 4852.JPG
36,38,15,28.36363858,87.59810657,6.3206620120000006,57.99524359,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f727949e-3f0f-40a1-bcb5-e7619df8ff87___FREC_Pwd.M 5128.JPG
40,58,15,29.46416042,87.60890009,6.978400282000001,43.15411472,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f7385075-b341-47bf-8521-5561918bd3cb___FREC_Pwd.M 0501.JPG
30,44,16,29.73013036,82.89166381,6.442335592999999,50.91511275,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f78507be-2f2a-456e-bf8b-4fb02409a4d8___FREC_Pwd.M 5071.JPG
1,59,23,27.46852989,87.17649,7.184398832,43.78420984,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f7d72dfe-0b0c-44a2-96b3-fd588eb10b12___FREC_Pwd.M 0500.JPG
11,46,24,27.65280218,89.80650642,6.459252023,56.52558045,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f5e8d671-c487-4253-993f-42bd260e615c___FREC_Pwd.M 4958.JPG
9,48,22,27.77076285,87.09979549,6.402926221,49.50812624,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f7f22a1d-718d-4b6d-ac7a-e0121d97d55e___FREC_Pwd.M 4533.JPG
35,52,19,27.10606808,89.89593328,6.698574085,37.45680611,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f84ac3f6-8aa8-43cb-aaf4-6bc79e189608___FREC_Pwd.M 0269.JPG
31,48,17,28.88078945,86.94206817,6.594739424,53.79732545,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f8541ff1-4f29-4c2a-8ee6-8ac486706f6c___FREC_Pwd.M 4535.JPG
4,41,20,28.14720892,83.8001509,6.647965508,37.44800463,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f8719075-186b-41c2-af02-65f27d50e01f___FREC_Pwd.M 0289.JPG
30,37,25,29.89129144,80.14487166,7.120032489,54.7960127,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f8dd4a75-9b51-4d3a-8774-817bff84b1a7___FREC_Pwd.M 0570.JPG
9,35,20,27.41503453,80.98004661,6.91380932,40.53173216,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f951d0e5-1303-41c7-a4fb-d691a64cca90___FREC_Pwd.M 4722.JPG
20,41,20,29.27308605,89.4875022,7.073048264,50.9246554,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f9699ceb-b9c3-43f5-8968-d6afa32a0153___FREC_Pwd.M 5160.JPG
37,50,23,29.65296893,88.48587386,6.5304707,56.01913159,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f9dfbedf-66b4-4493-9ce9-6f6aca0cb152___FREC_Pwd.M 4926.JPG
34,35,21,28.44524991,82.67639542,6.684381357,58.18713162,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f9ecca4f-e052-40e9-8d79-dc04ba579ff0___FREC_Pwd.M 0404.JPG
14,37,15,27.96235681,83.97586797,6.581351374,48.9366954,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fae0ccf9-efd8-47c2-af4d-77a13740e172___FREC_Pwd.M 4779.JPG
23,39,22,29.25649321,81.97952224,6.86483915,42.02483277,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\fb9f7797-a300-4486-aef5-0203b072ddce___FREC_Pwd.M 4510.JPG
14,41,17,29.12939524,88.48312598,7.085982325,36.45012824,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\f7f8411d-93f5-4fd7-bf9a-9759cf6acd8b___FREC_Pwd.M 4466.JPG
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,Cherry_(including_sour)___Powdery_mildew,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___Powdery_mildew\eaea7f6e-6e58-4e62-8c90-05ec3ebfee4b___FREC_Pwd.M 5108.JPG
16,51,21,31.01963639,49.97675220000001,3.532008668,32.81296548,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ffba4782-60e5-4757-9b77-32b08b670e0f___JR_HL 9601.JPG
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ff11a187-14dc-4743-9930-1e1cf276273b___JR_HL 4101.JPG
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ea747458-cad6-409a-8de1-8fc2d5d83c25___JR_HL 9793.JPG
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ea80c972-f1d3-43d5-86e1-8782988c6d02___JR_HL 9695.JPG
22,43,24,25.42517036,53.22082660000001,4.52363558,46.19374559,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ead906bb-4bf6-4adf-b9c9-05248df3e776___JR_HL 9671.JPG
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\eaf17e05-c2b7-4017-8553-1b11f0ba3941___JR_HL 4226.JPG
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\eaf3b9b2-6372-4333-b1ff-297485cd3656___JR_HL 9565.JPG
17,43,22,30.06142622,45.90067655,5.498340807999999,41.0550915,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\eafefde7-3a21-4a76-bd73-1d20d6eee535___JR_HL 9628.JPG
8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\eb6f5271-4fbb-4343-91f8-a9f530970909___JR_HL 4066.JPG
7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ebedbe48-ede7-49f1-beb0-6df1375f74d7___JR_HL 4117.JPG
36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ec107e6d-b18e-458c-9890-113cef2d6b85___JR_HL 4288.JPG
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ec1514ea-278c-4baf-889c-f2d057328abb___JR_HL 9752.JPG
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ecbbb8dc-05c9-479d-9014-2278ad4df5fe___JR_HL 9666.JPG
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ecc0acef-85ea-49bc-9275-79880a6a0f80___JR_HL 9616.JPG
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ece7b2cf-6c7f-4616-a1d1-eb4061ae9a45___JR_HL 4119.JPG
9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ecf3ae61-8dea-41ee-838d-818507405409___JR_HL 9470.JPG
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ecf911e8-82ab-437b-b3a9-61ee8429e3ba___JR_HL 9705.JPG
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ed682229-adac-4051-87d4-2d8fa45c25c8___JR_HL 9514.JPG
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\edb1389d-e754-451b-8e13-f0a7c8772d67___JR_HL 3944.JPG
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\edd1268d-4387-495d-8ff3-4d1d8ef688a1___JR_HL 4265.JPG
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\edff0b53-bdab-4792-84b2-73deec567e67___JR_HL 9889 copy.JPG
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ee08caf8-fa0d-4a79-bb2e-5399197d01e4___JR_HL 4279.JPG
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ee42359d-e301-4b46-8256-fba2da76bfd6___JR_HL 9638.JPG
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ea6eb22e-337b-4f6e-b18f-6e5633e97571___JR_HL 9741.JPG
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ee4413f6-08dd-4aab-80fb-7714028c7a27___JR_HL 4271.JPG
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ea1daecd-c98f-4c73-8c21-6b9aaf757b67___JR_HL 9846.JPG
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e97b5080-6218-4090-a227-dbabab0923da___JR_HL 9598.JPG
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e018791f-7887-4420-a1e3-174e43ed9085___JR_HL 9716.JPG
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e0780f68-e0f5-47b8-9d9d-52ec42847103___JR_HL 9599.JPG
36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e1143f8b-b94a-4e87-8d2f-235bc9e82eed___JR_HL 9821.JPG
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e17d011f-33b9-42bf-ae5d-8cff49ff2cdc___JR_HL 4207.JPG
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e22e74d7-7cc6-4e83-a494-cf022c809544___JR_HL 9887.JPG
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e30c20ef-d5c2-483a-b3a1-1aa82397520e___JR_HL 9523.JPG
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e37c34a3-b8d4-4fbd-b7a7-f0b14e4bb090___JR_HL 4294.JPG
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e39b1acb-977d-4757-95c2-ed6efc5b099b___JR_HL 3926.JPG
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e46636be-33bd-465b-9301-5d671facb0ba___JR_HL 9692.JPG
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e488b116-6b54-43e7-8b4e-232eb434941b___JR_HL 9425.JPG
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e5229d51-784e-4300-ad41-98f4b49c7d64___JR_HL 9857.JPG
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e58b547e-5bad-4ee3-aadb-d8a7e06d3a41___JR_HL 9569.JPG
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e657ea73-d5b8-43f4-96ee-d037506d92ca___JR_HL 9871.JPG
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e681961f-9b24-4191-b3e3-2e9a5b48f3b5___JR_HL 9630.JPG
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e68b0372-4f11-4706-8473-9e99aec160ce___JR_HL 9434.JPG
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e784cda7-7006-44e5-9578-43b6b26fa4b6___JR_HL 4043.JPG
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e7fe293a-478c-4a78-ab84-ffb06057dc2d___JR_HL 9607.JPG
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e8603072-d743-4b79-a882-3699649ffff4___JR_HL 9753.JPG
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e8982035-5247-4ff7-838f-24a9455894af___JR_HL 4242.JPG
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e8a50fe1-fe8c-41cf-976f-6c59b6413a26___JR_HL 9553.JPG
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\e9608c30-5177-4a98-82b9-9acd685c6673___JR_HL 9768.JPG
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ea04086e-125c-4836-b890-06d4c9afe236___JR_HL 9517.JPG
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ee929bdd-22bd-4a39-be24-11aa93d586fa___JR_HL 9576.JPG
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\ea21a07c-746b-4c40-b9dd-bed17b367f3c___JR_HL 4082.JPG
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\eece2d00-3ed2-481e-a841-e8092f058039___JR_HL 9622.JPG
24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\f94456da-a0d9-4dfc-80ed-0b2d597c5479___JR_HL 3997.JPG
7,40,17,31.2123945,40.92604945,8.532078732999999,53.78769958,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\f9905e57-5799-4122-9626-d2e575e60389___JR_HL 9743.JPG
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\f9b20931-a503-421f-a8d2-59fa99d0b41a___JR_HL 4221.JPG
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,Cherry_(including_sour)___healthy,C:\Users\Sujan.S\Downloads\DL Package1\DL Package\color\Cherry_(including_sour)___healthy\f9b8d4e1-ad95-4bb2-b494-22c3004dda8f___JR_HL 9561.JPG
